id,key,value,type
368171802,feature_id,1835168,gnis
368171802,county_name,Santa Clara,gnis
368171802,import_uuid,57871b70-0100-4405-bb30-88b2e001a944,gnis
368172495,ele,113,regular
368172495,name,Saratoga City Hall,regular
368172495,source,USGS Geonames,regular
368172495,amenity,townhall,regular
368172495,state,CA,addr
368172495,reviewed,no,gnis
368172495,type,city,townhall
368172495,feature_id,2107835,gnis
368172495,county_name,Santa Clara,gnis
368172495,import_uuid,57871b70-0100-4405-bb30-88b2e001a944,gnis
368172565,ele,233,regular
368172565,name,Villa Montalvo,regular
368172565,source,USGS Geonames,regular
368172565,building,yes,regular
368172565,state,CA,addr
368172565,reviewed,no,gnis
368172565,feature_id,1656389,gnis
368172565,county_name,Santa Clara,gnis
368172565,import_uuid,57871b70-0100-4405-bb30-88b2e001a944,gnis
368172809,ele,27,regular
368172809,name,Tower Hall,regular
368172809,source,USGS Geonames,regular
368172809,building,yes,regular
368172809,state,CA,addr
368172809,reviewed,no,gnis
368172809,feature_id,1667510,gnis
368172809,county_name,Santa Clara,gnis
368172809,import_uuid,57871b70-0100-4405-bb30-88b2e001a944,gnis
368172815,ele,27,regular
368172815,name,Dwight Bentel Hall,regular
368172815,source,USGS Geonames,regular
368172815,building,yes,regular
368172815,state,CA,addr
368172815,reviewed,no,gnis
368172815,feature_id,1667483,gnis
368172815,county_name,Santa Clara,gnis
368172815,import_uuid,57871b70-0100-4405-bb30-88b2e001a944,gnis
368172816,ele,28,regular
368172816,name,Duncan Hall,regular
368172816,source,USGS Geonames,regular
368172816,building,yes,regular
368172816,state,CA,addr
368172816,reviewed,no,gnis
368172816,feature_id,1667482,gnis
368172816,county_name,Santa Clara,gnis
368172816,import_uuid,57871b70-0100-4405-bb30-88b2e001a944,gnis
368172817,ele,27,regular
368172817,name,Hugh Gillis Hall,regular
368172817,source,USGS Geonames,regular
368172817,building,yes,regular
368172817,state,CA,addr
368172817,reviewed,no,gnis
368172817,feature_id,1667488,gnis
368172817,county_name,Santa Clara,gnis
368172817,import_uuid,57871b70-0100-4405-bb30-88b2e001a944,gnis
368172820,ele,29,regular
368172820,name,Joe West Hall,regular
368172820,source,USGS Geonames,regular
368172820,building,yes,regular
368172820,state,CA,addr
368172820,reviewed,no,gnis
368172820,feature_id,1667489,gnis
368172820,county_name,Santa Clara,gnis
368172820,import_uuid,57871b70-0100-4405-bb30-88b2e001a944,gnis
368172821,ele,29,regular
368172821,name,Moulder Hall,regular
368172821,source,USGS Geonames,regular
368172821,building,yes,regular
368172821,state,CA,addr
368172821,reviewed,no,gnis
368172821,feature_id,1667493,gnis
368172821,county_name,Santa Clara,gnis
368172821,import_uuid,57871b70-0100-4405-bb30-88b2e001a944,gnis
368172831,ele,29,regular
368172831,name,Allen Hall,regular
368172831,source,USGS Geonames,regular
368172831,building,yes,regular
368172831,state,CA,addr
368172831,reviewed,no,gnis
368172831,feature_id,1667477,gnis
368172831,county_name,Santa Clara,gnis
368172831,import_uuid,57871b70-0100-4405-bb30-88b2e001a944,gnis
368172832,ele,27,regular
368172832,name,Dudley Moorhead Hall,regular
368172832,source,USGS Geonames,regular
368172832,state,CA,addr
368172832,reviewed,no,gnis
368172832,feature_id,1667481,gnis
368172832,county_name,Santa Clara,gnis
368172832,import_uuid,57871b70-0100-4405-bb30-88b2e001a944,gnis
368173517,ele,7,regular
368173517,name,Milpitas Community Center,regular
368173517,source,USGS Geonames,regular
368173517,building,yes,regular
368173517,state,CA,addr
368173517,reviewed,no,gnis
368173517,feature_id,1828592,gnis
368173517,county_name,Santa Clara,gnis
368173517,import_uuid,57871b70-0100-4405-bb30-88b2e001a944,gnis
368173523,ele,41,regular
368173523,name,Sunnyvale Community Center,regular
368173523,source,USGS Geonames,regular
368173523,amenity,community_centre,regular
368173523,building,yes,regular
368173523,state,CA,addr
368173523,reviewed,no,gnis
368173523,feature_id,1830506,gnis
368173523,county_name,Santa Clara,gnis
368173523,import_uuid,57871b70-0100-4405-bb30-88b2e001a944,gnis
368174217,ele,23,regular
368174217,name,Saint Clare Residence Hall,regular
368174217,source,USGS Geonames,regular
368174217,building,yes,regular
368174217,state,CA,addr
368174217,reviewed,no,gnis
368174217,feature_id,2351218,gnis
368174217,county_name,Santa Clara,gnis
368174217,import_uuid,57871b70-0100-4405-bb30-88b2e001a944,gnis
368174453,ele,37,regular
368174453,name,Hellenic Heritage Museum,regular
368174453,source,USGS Geonames,regular
368174453,tourism,museum,regular
368174453,state,CA,addr
368174453,created_by,Potlatch 0.10f,regular
368174453,reviewed,no,gnis
368174453,feature_id,2123273,gnis
368174453,county_name,Santa Clara,gnis
368174453,import_uuid,57871b70-0100-4405-bb30-88b2e001a944,gnis
368174456,ele,21,regular
368174456,name,Santa Clara Historical Museum,regular
368174456,source,USGS Geonames,regular
368174456,tourism,museum,regular
368174456,state,CA,addr
368174456,reviewed,no,gnis
368174456,feature_id,2123259,gnis
368174456,county_name,Santa Clara,gnis
368174456,import_uuid,57871b70-0100-4405-bb30-88b2e001a944,gnis
368174563,ele,145,regular
368174563,name,New Almaden Mining Museum,regular
368174563,source,USGS Geonames,regular
368174563,tourism,museum,regular
368174563,state,CA,addr
368174563,reviewed,no,gnis
368174563,feature_id,1835237,gnis
368174563,county_name,Santa Clara,gnis
368174563,import_uuid,57871b70-0100-4405-bb30-88b2e001a944,gnis
368174565,ele,131,regular
368174565,name,Los Gatos Arts and Natural History Museum,regular
368174565,source,USGS Geonames,regular
368174565,tourism,museum,regular
368174565,state,CA,addr
368174565,reviewed,no,gnis
368174565,feature_id,1835167,gnis
368174565,county_name,Santa Clara,gnis
368174565,import_uuid,57871b70-0100-4405-bb30-88b2e001a944,gnis
368174608,ele,21,regular
368174608,name,Triton Museum of Art,regular
368174608,source,USGS Geonames,regular
368174608,tourism,museum,regular
368174608,state,CA,addr
368174608,reviewed,no,gnis
368174608,feature_id,1830457;1830458,gnis
368174608,county_name,Santa Clara,gnis
368174608,import_uuid,57871b70-0100-4405-bb30-88b2e001a944,gnis
368383690,highway,turning_circle,regular
368384020,highway,turning_circle,regular
368384306,highway,turning_circle,regular
368384365,highway,turning_circle,regular
368384499,highway,turning_circle,regular
368384514,highway,turning_circle,regular
368384558,highway,turning_circle,regular
368384614,highway,turning_circle,regular
369162018,ele,442,regular
369162018,name,America Mine,regular
369162018,landuse,quarry,regular
369162018,state,CA,addr
369162018,created,01/19/1981,gnis
369162018,feature_id,218227,gnis
369162018,county_name,Santa Clara,gnis
369162018,feature_type,Mine,gnis
369162082,ele,155,regular
369162082,name,Bernal Mine,regular
369162082,landuse,quarry,regular
369162082,state,CA,addr
369162082,created,01/19/1981,gnis
369162082,feature_id,219070,gnis
369162082,county_name,Santa Clara,gnis
369162082,feature_type,Mine,gnis
369162351,ele,242,regular
369162351,name,Enriquita Mine,regular
369162351,landuse,quarry,regular
369162351,state,CA,addr
369162351,created,01/19/1981,gnis
369162351,feature_id,223220,gnis
369162351,county_name,Santa Clara,gnis
369162351,feature_type,Mine,gnis
369162832,ele,155,regular
369162832,name,Guadalupe Mines,regular
369162832,landuse,quarry,regular
369162832,state,CA,addr
369162832,created,01/19/1981,gnis
369162832,feature_id,224696,gnis
369162832,county_name,Santa Clara,gnis
369162832,feature_type,Mine,gnis
369162836,ele,107,regular
369162836,name,Greystone Quarry,regular
369162836,landuse,quarry,regular
369162836,state,CA,addr
369162836,created,01/19/1981,gnis
369162836,feature_id,224610,gnis
369162836,county_name,Santa Clara,gnis
369162836,feature_type,Mine,gnis
369162906,ele,48,regular
369162906,name,Hillsdale Mine,regular
369162906,landuse,quarry,regular
369162906,state,CA,addr
369162906,created,01/19/1981,gnis
369162906,feature_id,225336,gnis
369162906,county_name,Santa Clara,gnis
369162906,feature_type,Mine,gnis
369163187,ele,421,regular
369163187,name,New Almaden Mine,regular
369163187,landuse,quarry,regular
369163187,state,CA,addr
369163187,created,01/19/1981,gnis
369163187,feature_id,229481,gnis
369163187,county_name,Santa Clara,gnis
369163187,feature_type,Mine,gnis
369163207,ele,131,regular
369163207,name,New North Almaden Mine,regular
369163207,landuse,quarry,regular
369163207,state,CA,addr
369163207,created,01/19/1981,gnis
369163207,feature_id,229499,gnis
369163207,county_name,Santa Clara,gnis
369163207,feature_type,Mine,gnis
369163349,ele,283,regular
369163349,name,Providencia Mine,regular
369163349,landuse,quarry,regular
369163349,state,CA,addr
369163349,created,01/19/1981,gnis
369163349,feature_id,231077,gnis
369163349,county_name,Santa Clara,gnis
369163349,feature_type,Mine,gnis
369163467,ele,439,regular
369163467,name,Saint George Shaft,regular
369163467,landuse,quarry,regular
369163467,state,CA,addr
369163467,created,01/19/1981,gnis
369163467,feature_id,232159,gnis
369163467,county_name,Santa Clara,gnis
369163467,feature_type,Mine,gnis
369163491,ele,162,regular
369163491,name,Senador Mine,regular
369163491,landuse,quarry,regular
369163491,state,CA,addr
369163491,created,01/19/1981,gnis
369163491,feature_id,232802,gnis
369163491,county_name,Santa Clara,gnis
369163491,feature_type,Mine,gnis
369163501,ele,246,regular
369163501,name,Santa Teresa Mine,regular
369163501,landuse,quarry,regular
369163501,state,CA,addr
369163501,created,01/19/1981,gnis
369163501,feature_id,232569,gnis
369163501,county_name,Santa Clara,gnis
369163501,feature_type,Mine,gnis
369163503,ele,293,regular
369163503,name,Santa Ysabel Shaft,regular
369163503,landuse,quarry,regular
369163503,state,CA,addr
369163503,created,01/19/1981,gnis
369163503,feature_id,232572,gnis
369163503,county_name,Santa Clara,gnis
369163503,feature_type,Mine,gnis
369170222,ele,10,regular
369170222,name,McCandless Towers Heliport,regular
369170222,aeroway,helipad,regular
369170222,state,CA,addr
369170222,source_ref,geonames.usgs.gov,regular
369170222,created,03/01/1994,gnis
369170222,feature_id,1653975,gnis
369170222,county_name,Santa Clara,gnis
369170222,feature_type,Airport,gnis
369170418,ele,24,regular
369170418,name,Flea Port Heliport,regular
369170418,aeroway,helipad,regular
369170418,state,CA,addr
369170418,source_ref,geonames.usgs.gov,regular
369170418,created,03/01/1994,gnis
369170418,feature_id,1653952,gnis
369170418,county_name,Santa Clara,gnis
369170418,feature_type,Airport,gnis
369174012,ele,988,regular
369174012,name,Almaden Air Force Station (closed),regular
369174012,historic,archaeological_site,regular
369174012,state,CA,addr
369174012,source_ref,geonames.usgs.gov,regular
369174012,created,11/17/2008,gnis
369174012,feature_id,2512029,gnis
369174012,county_name,Santa Clara,gnis
369174012,feature_type,Military,gnis
369827370,tourism,picnic_site,regular
369827370,created_by,Potlatch 0.10f,regular
369827599,tourism,picnic_site,regular
369827599,created_by,Potlatch 0.10f,regular
369862885,highway,traffic_signals,regular
369867604,feature,fountain,regular
369867604,created_by,Potlatch 0.10f,regular
369869019,amenity,bench,regular
369869019,created_by,Potlatch 0.10f,regular
369869035,amenity,bench,regular
369869035,created_by,Potlatch 0.10f,regular
369876190,highway,turning_circle,regular
369876308,highway,turning_circle,regular
369879541,highway,turning_circle,regular
369879745,barrier,gate,regular
369880591,name,Communications Hill,regular
369880591,place,hamlet,regular
369880591,created_by,Potlatch 0.10f,regular
369880878,name,Oak Hill Memorial Park Mausoleum,regular
369880878,amenity,grave_yard,regular
369880878,building,yes,regular
369883237,name,Bud Winter Field,regular
369903393,railway,crossing,regular
369910678,railway,level_crossing,regular
369930600,highway,crossing,regular
369936754,highway,traffic_signals,regular
369939034,noexit,yes,regular
370200174,name,Robert F. Kennedy,regular
370200174,historic,memorial,regular
370200261,amenity,fountain,regular
370200261,created_by,Potlatch 0.10f,regular
370202097,name,San José,regular
370202097,access,public,regular
370202097,unisex,yes,regular
370202097,amenity,toilets,regular
370202097,operator,City of San Jose,regular
370203400,amenity,fountain,regular
370488339,noexit,yes,regular
370490577,highway,traffic_signals,regular
370490577,traffic_signals,signal,regular
370492395,highway,traffic_signals,regular
370492395,traffic_signals,signal,regular
370625531,barrier,gate,regular
370626851,ref,371,regular
370626851,highway,motorway_junction,regular
370757152,highway,traffic_signals,regular
370757155,highway,traffic_signals,regular
370757156,highway,traffic_signals,regular
370757157,highway,traffic_signals,regular
370757260,highway,traffic_signals,regular
371043739,highway,turning_circle,regular
371044826,highway,turning_circle,regular
371260435,highway,crossing,regular
371260435,traffic_calming,hump,regular
371265687,barrier,gate,regular
371279470,highway,traffic_signals,regular
371345816,highway,crossing,regular
371347031,highway,traffic_signals,regular
371349408,highway,traffic_signals,regular
371357625,highway,traffic_signals,regular
371358786,highway,crossing,regular
371359516,highway,crossing,regular
371360087,highway,traffic_signals,regular
371715387,highway,turning_circle,regular
371986705,highway,crossing,regular
371986705,crossing,traffic_signals,regular
371986762,highway,crossing,regular
371986762,crossing,traffic_signals,regular
371986834,highway,crossing,regular
371986834,crossing,traffic_signals,regular
372446025,highway,turning_circle,regular
372458767,barrier,gate,regular
372462905,highway,turning_circle,regular
373070784,highway,crossing,regular
373070784,crossing,zebra,regular
373071008,highway,crossing,regular
373071008,crossing,zebra,regular
373374203,city,San Jose,addr
373374203,housenumber,635,addr
373374203,state,CA,addr
373374203,street,Coleman Avenue,addr
373374203,brand,Trader Joe’s,regular
373374203,wikidata,Q688825,brand
373374203,name,Trader Joe’s San Jose Coleman Avenue,regular
373374203,phone,+1-408-298-9731,regular
373374203,ref,212,regular
373374203,shop,supermarket,regular
373423729,power,tower,regular
373423729,source,Bing,regular
373427690,barrier,gate,regular
373432853,barrier,gate,regular
373436170,highway,crossing,regular
373436170,crossing,zebra,regular
373436832,amenity,drinking_water,regular
373442834,sport,four_square,regular
373442834,leisure,pitch,regular
373563678,noexit,yes,regular
373603966,amenity,bicycle_parking,regular
373603966,created_by,Potlatch 0.10f,regular
373606486,name,Camera 7 Theatres,regular
373606486,phone,+1.408.559.6900,regular
373606486,amenity,cinema,regular
373606486,website,http://www.cameracinemas.com/c7.shtml,regular
373606486,city,Campbell,addr
373606486,street,South Bascom Avenue,addr
373606486,postcode,95008,addr
373606486,housenumber,1875,addr
373607739,bank,Chase,regular
373607739,amenity,atm,regular
373607739,created_by,Potlatch 0.10f,regular
373650391,access,pedestrian,regular
373650391,barrier,gate,regular
373667896,leisure,park,regular
376255091,highway,crossing,regular
376255091,crossing,traffic_signals,regular
376255133,highway,crossing,regular
376255133,crossing,traffic_signals,regular
378379586,railway,level_crossing,regular
378381944,railway,level_crossing,regular
383984127,highway,stop,regular
384043515,noexit,yes,regular
384048715,highway,turning_circle,regular
384049916,highway,turning_circle,regular
384052450,highway,turning_circle,regular
384052906,highway,turning_circle,regular
386522155,highway,traffic_signals,regular
393574730,highway,traffic_signals,regular
395377526,tourism,attraction,regular
395377526,historic,monument,regular
395377526,attraction,statue,regular
395377812,highway,turning_circle,regular
395378463,highway,mini_roundabout,regular
399531764,highway,traffic_signals,regular
401243545,amenity,drinking_water,regular
407817431,amenity,drinking_water,regular
409300737,highway,crossing,regular
409300737,crossing,school_crossing,regular
409300749,highway,crossing,regular
409300749,crossing,school_crossing,regular
409300852,traffic_calming,bump,regular
409300854,traffic_calming,bump,regular
409300855,traffic_calming,bump,regular
409300856,traffic_calming,bump,regular
409300859,traffic_calming,bump,regular
409300861,traffic_calming,bump,regular
409300866,traffic_calming,bump,regular
409300868,traffic_calming,bump,regular
409300873,traffic_calming,bump,regular
409300875,traffic_calming,bump,regular
409300879,traffic_calming,bump,regular
409300881,traffic_calming,bump,regular
410694788,highway,crossing,regular
410694788,crossing,zebra,regular
410694827,highway,stop,regular
410694838,highway,crossing,regular
410694838,crossing,zebra,regular
410694843,highway,crossing,regular
410694843,crossing,zebra,regular
410694858,noexit,yes,regular
410694865,noexit,yes,regular
410698670,source,Yahoo,regular
